State,City,Average Summer Temp(F),Average Winter Temp (F),Average Annual Temp (F),Average Annual Precipitation (in.),Average Annual Clear Days (Days),Average Humidity Morn­ing (%),Average Humidity After­noon (%),Average Yearly Snowfall (Days),Average Yearly Snowfall (in.)
Pennsylvania,Greensburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Greenville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Halifax,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Hamburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Hanover,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Harrisburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Hawley,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Hesston,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Holtwood,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Horsham,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Huntingdon,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Indiana,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Jamestown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Johnstown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Kane,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Kintnersville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Kutztown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lancaster,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Landisville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Laporte,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Laughlintown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Laurelton,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lawrenceville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lebanon,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Leesport,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lehighton,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lewis Run,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lewistown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Linesville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Littlestown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Lock Haven,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Madera,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Marcus Hook,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Marion Center,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Martinsburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Matamoras,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,McKeesport,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Meadville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Mercer,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Mercersburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Meyersdale,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Middletown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Mill Hall,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Millville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Monaca,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Monongahela,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Montoursville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Montrose,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Morgantown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,New Bethlehem,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,New Castle,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,New Holland,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Newport,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Newville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Norristown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Ohiopyle,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Oxford,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Palmerton,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Patton,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Philadelphia,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Philipsburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Phoenixville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Pittsburgh,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Pittston,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Pleasant Mount,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Point Marion,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Port Allegany,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Port Trevorton,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Pottstown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Reading,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Rector,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Renovo,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Reynoldsville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Ridgway,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Riegelsville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Saltsburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Schellsburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Schwenksville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Selinsgrove,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Sellersville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Sheffield,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Shippensburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Sinnamahoning,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Slippery Rock,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Smethport,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Snow Shoe,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Springboro,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,State College,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Stoystown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Sugar Grove,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Sunbury,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Tioga,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Tionesta,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Titusville,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Tobyhanna,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Towanda,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Uniontown,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Warren,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Washington,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Wayne,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Waynesburg,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Wellsboro,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,West Chester,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,West Mifflin,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,White Haven,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Wilcox,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Williamsport,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,Willow Grove,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Pennsylvania,York,68.6,28.4,48.8,42.9,87,77,54,19.4,28.2
Rhode Island,Block Island,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Foster,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Jamestown,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Kingston,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Newport,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Providence,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Providence,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Tiverton,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Westerly,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
Rhode Island,Woonsocket,68.8,31.4,50.1,47.9,98,78,57,18.7,33.8
South Carolina,Aiken,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Allendale,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Anderson,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Andrews,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Bamberg,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Beaufort,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Bishopville,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Blacksburg,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Blackville,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Calhoun Falls,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Camden,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Charleston AFB,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Cheraw,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Chester,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Chesterfield,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Clemson,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Cleveland,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Columbia,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Columbia-Owens Field,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Conway,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Darlington,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Dillon,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Edisto Island,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Florence,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Georgetown,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Greenwood,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Hampton,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Hilton Head Island,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Holly Hill,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Johnston,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Kershaw,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Kingstree,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Lake City,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Laurens,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Little Mountain,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Long Creek,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Loris,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Manning,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Marion,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,McClellanville,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,McColl,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Mountain Rest,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Newberry,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Orangeburg,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Pageland,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Pelion,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Pickens,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Pinopolis,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Ridgeland,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Salem,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Saluda,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Spartanburg,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Sullivans Island,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Summerville,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Sumter,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Union,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Walhalla,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Walterboro,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Wedgefield,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Winnsboro,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Woodruff,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Carolina,Yemassee,78.4,46.1,62.4,49.8,115,86,49,0.3,0.5
South Dakota,Aberdeen,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Alexandria,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Andover,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Arlington,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Armour,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Artesian,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Astoria,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Belle Fourche,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Beresford,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Bison,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Bonesteel,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Bridgewater,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Britton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Brookings,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Buffalo,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Camp Crook,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Canton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Castlewood,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Centerville,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Chamberlain,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Clark,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Clear Lake,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Columbia,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Conde,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Custer,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,De Smet,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Deadwood,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Draper,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Dupree,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Edgemont,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Elm Springs,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Eureka,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Fairfax,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Faith,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Faulkton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Flandreau,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Fort Meade,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Fort Pierre,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Fort Thompson,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Gann Valley,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Garretson,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Gettysburg,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Glad Valley,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Gregory,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Harrold,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Highmore,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Hill City,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Hot Springs,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Howard,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Howes,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Huron,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Interior,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Ipswich,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Kennebec,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Lake City,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Lead,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Lemmon,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Leola,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Lodgepole,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Long Valley,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Ludlow,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Madison,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Manderson,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Marion,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Martin,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Mc Intosh,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Mellette,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Menno,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Midland,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Milbank,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Milesville,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Miller,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Mission,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Mitchell,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Mobridge,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Murdo,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Newell,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Northville,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Oelrichs,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Oglala,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Onida,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Oral,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Philip,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Pickstown,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Pierre,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Pine Ridge,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Pollock,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Porcupine,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Presho,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Quinn,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Ralph,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Rapid City,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Rapid City-Ellsworth AFB,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Red Owl,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Redfield,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Redig,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Roscoe,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Rosholt,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Saint Francis,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Salem,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Selby,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Sioux Falls,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Sisseton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Spearfish,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Stephan,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Sturgis,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Summit,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Timber Lake,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Turton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Tyndall,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Vermillion,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wagner,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wasta,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Watertown,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Waubay,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Webster,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wentworth,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wessington Springs,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,White Lake,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,White River,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wilmot,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Winner,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Wood,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
South Dakota,Yankton,69.6,19.5,45.2,20.1,104,83,53,30.1,43.9
Tennessee,Alamo,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Alcoa,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Allardt,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Andersonville,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Ashland City,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Athens,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Bethpage,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Big Sandy,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Bolivar,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Brentwood,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Brighton,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Bristol,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Brownsville,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Burns,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Byrdstown,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Camden,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Carthage,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Celina,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Centerville,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Chattanooga,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Christiana,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
Tennessee,Clarksville,75.6,39.1,57.6,54.2,102,84,53,6.2,6.3
