"city";"state";"county";"countyFips";"latitude";"longitude";"population";"propertyValue";"minTemp";"maxTemp";"sunny";"humidity";"rain";"snow";"color"
"Victorville";"California";"San Bernardino";6071;34.5277;-117.3537;122265;244663;32.0;97.0;146;69;6.2;0.0;"blue"
"Vidalia";"Georgia";"Toombs";13279;32.2134;-82.4035;10703;113586;35.8;89.0;112;68;50.7;0.7;"red"
"Vidor";"Texas";"Orange";48361;30.1291;-93.9967;10958;96370;39.8;93.0;135;65;28.9;1.5;"red"
"Vienna";"Maryland";"Dorchester";24019;38.4811;-75.8319;275;113594;27.2;84.2;105;64;44.5;20.2;"red"
"Vienna";"Virginia";"Fairfax";51059;38.8996;-77.2597;16468;785434;28.0;84.3;100;68;44.3;10.3;"blue"
"Vienna";"West Virginia";"Wood";54107;39.3236;-81.5381;10459;115585;22.6;81.1;60;71;45.2;62.0;"red"
"Villa Hills";"Kentucky";"Kenton";21117;39.0656;-84.5951;7468;232463;26.6;86.1;93;67;48.9;12.5;"red"
"Villa Park";"California";"Orange";6059;33.818;-117.8104;5918;1296313;42.6;79.8;146;69;22.2;0.0;"blue"
"Villa Park";"Illinois";"DuPage";17043;41.8864;-87.9779;21882;236711;19.5;82.8;95;70;39.2;24.6;"blue"
"Villa Rica";"Georgia";"Carroll";13045;33.7305;-84.9168;15201;156557;35.8;89.0;112;68;50.7;0.7;"red"
"Villisca";"Iowa";"Montgomery";19137;40.9298;-94.982;1182;35621;13.5;82.8;105;67;34.0;34.9;"red"
"Vilonia";"Arkansas";"Faulkner";5045;35.0809;-92.2103;4478;139436;31.0;89.9;123;67;50.6;5.2;"red"
"Vincennes";"Indiana";"Knox";18083;38.6759;-87.5102;17924;85743;21.4;83.1;88;70;41.7;25.9;"red"
"Vine Grove";"Kentucky";"Hardin";21093;37.8131;-85.9827;5921;161606;26.6;86.1;93;67;48.9;12.5;"red"
"Vineland";"New Jersey";"Cumberland";34011;39.4652;-74.9981;60525;148887;24.6;82.2;94;71;47.1;16.5;"blue"
"Vinita";"Oklahoma";"Craig";40035;36.6364;-95.177;5563;45558;27.5;91.3;139;63;36.5;7.8;"red"
"Vinita Park";"Missouri";"St. Louis";29189;38.6891;-90.34;1875;68520;23.2;86.6;115;67;42.2;17.0;"blue"
"Vinton";"Iowa";"Benton";19011;42.1639;-92.026;5143;126234;13.5;82.8;105;67;34.0;34.9;"red"
"Vinton";"Virginia";"Roanoke";51161;37.2747;-79.8886;8185;154213;28.0;84.3;100;68;44.3;10.3;"red"
"Virden";"Illinois";"Macoupin";17117;39.5057;-89.7711;3393;67044;19.5;82.8;95;70;39.2;24.6;"red"
"Virgilina";"Virginia";"Halifax";51083;36.5463;-78.7755;142;53233;28.0;84.3;100;68;44.3;10.3;"red"
"Virginia";"Minnesota";"St. Louis";27137;47.5172;-92.5121;8523;72801;4.1;77.6;95;66;27.3;54.0;"blue"
"Virginia Beach";"Virginia";"Virginia Beach (city)";51810;36.7335;-76.0435;452602;104596;28.0;84.3;100;68;44.3;10.3;"red"
"Virginia Gardens";"Florida";"Miami-Dade";12086;25.8095;-80.2975;2472;327623;49.8;90.2;101;72;54.5;0.0;"blue"
"Visalia";"California";"Tulare";6107;36.3271;-119.3265;131074;24940;39.0;92.0;146;69;10.9;0.0;"red"
"Vista";"California";"San Diego";6073;33.1895;-117.2386;101659;538507;42.6;79.8;146;69;22.2;0.0;"blue"
"Volo";"Illinois";"Lake";17097;42.33;-88.1601;4354;214729;19.5;82.8;95;70;39.2;24.6;"blue"
"Vonore";"Tennessee";"Monroe";47123;35.5976;-84.2373;1502;177095;28.5;86.5;102;68;54.2;6.3;"red"
"Voorheesville";"New York";"Albany";36001;42.6517;-73.9348;2820;240756;17.9;78.5;63;71;41.8;123.8;"blue"
"Wabash";"Indiana";"Wabash";18169;40.8046;-85.831;10253;91523;21.4;83.1;88;70;41.7;25.9;"red"
"Waco";"Texas";"McLennan";48309;31.5597;-97.1882;134432;22216;38.0;95.0;228;67;34.7;1.5;"red"
"Waconia";"Minnesota";"Carver";27019;44.8411;-93.7933;11964;292895;4.1;77.6;95;66;27.3;54.0;"red"
"Wadena";"Minnesota";"Wadena";27159;46.4451;-95.1284;4134;105039;4.1;77.6;95;66;27.3;54.0;"red"
"Wadesboro";"North Carolina";"Anson";37007;34.9646;-80.0746;5467;57518;30.9;84.8;109;67;50.3;7.6;"blue"
"Wadsworth";"Illinois";"Lake";17097;42.4445;-87.9197;3714;264523;19.5;82.8;95;70;39.2;24.6;"blue"
"Wadsworth";"Ohio";"Medina";39103;41.0287;-81.7324;23136;178991;22.6;81.9;72;68;39.1;27.5;"red"
"Wagram";"North Carolina";"Scotland";37165;34.8891;-79.3652;801;68889;30.9;84.8;109;67;50.3;7.6;"blue"
"Wahoo";"Nebraska";"Saunders";31155;41.2153;-96.6165;4499;149403;14.8;85.2;117;67;23.6;25.9;"red"
"Wahpeton";"Iowa";"Dickinson";19059;43.3741;-95.1745;353;368701;13.5;82.8;105;67;34.0;34.9;"red"
"Wahpeton";"North Dakota";"Richland";38077;46.2719;-96.6118;7830;136161;5.0;82.0;93;65;22.3;27.2;"red"
"Waite Park";"Minnesota";"Stearns";27145;45.5323;-94.244;7428;161018;4.1;77.6;95;66;27.3;54.0;"red"
"Waitsburg";"Washington";"Walla Walla";53071;46.2696;-118.1499;1187;186171;30.1;74.7;58;72;39.4;5.0;"red"
"Wakarusa";"Indiana";"Elkhart";18039;41.5336;-86.014;1819;164348;21.4;83.1;88;70;41.7;25.9;"red"
"Wake Forest";"North Carolina";"Wake";37183;35.963;-78.5144;40112;363000;30.9;84.8;109;67;50.3;7.6;"blue"
"Wake Village";"Texas";"Bowie";48037;33.424;-94.1188;5455;125912;39.8;93.0;135;65;28.9;1.5;"red"
"Wakeman";"Ohio";"Huron";39077;41.253;-82.4028;1032;133816;22.6;81.9;72;68;39.1;27.5;"red"
"Walbridge";"Ohio";"Wood";39173;41.5864;-83.4929;3094;113376;22.6;81.9;72;68;39.1;27.5;"red"
"Walcott";"Iowa";"Scott";19163;41.5989;-90.7745;1636;177870;13.5;82.8;105;67;34.0;34.9;"blue"
"Walden";"New York";"Orange";36071;41.5603;-74.1879;6721;174275;17.9;78.5;63;71;41.8;123.8;"red"
"Walden";"Tennessee";"Hamilton";47065;35.1635;-85.3098;2098;356080;28.5;86.5;102;68;54.2;6.3;"red"
"Waldport";"Oregon";"Lincoln";41041;44.4173;-124.0665;2163;251959;29.0;76.7;68;72;27.4;3.0;"blue"
"Waldwick";"New Jersey";"Bergen";34003;41.0132;-74.1262;10026;437204;24.6;82.2;94;71;47.1;16.5;"blue"
"Wales";"Wisconsin";"Waukesha";55133;43.0043;-88.374;2582;295146;10.4;77.8;89;71;32.6;50.9;"red"
"Waleska";"Georgia";"Cherokee";13057;34.317;-84.5505;879;242584;35.8;89.0;112;68;50.7;0.7;"red"
"Walhalla";"South Carolina";"Oconee";45073;34.7705;-83.0615;4318;119250;35.4;88.3;115;67;49.8;0.5;"red"
"Walker";"Louisiana";"Livingston";22063;30.4848;-90.8653;6404;158003;41.0;90.8;101;74;60.1;0.0;"red"
"Walker";"Michigan";"Kent";26081;42.9857;-85.7443;24775;187722;15.0;76.6;71;72;32.8;51.1;"red"
"Walker";"Minnesota";"Cass";27021;47.0892;-94.5851;933;176188;4.1;77.6;95;66;27.3;54.0;"red"
"Walkersville";"Maryland";"Frederick";24021;39.4832;-77.356;6054;309170;27.2;84.2;105;64;44.5;20.2;"red"
"Walkerton";"Indiana";"St. Joseph";18141;41.4656;-86.4824;2262;109865;21.4;83.1;88;70;41.7;25.9;"blue"
"Walkertown";"North Carolina";"Forsyth";37067;36.1574;-80.1646;5021;126878;30.9;84.8;109;67;50.3;7.6;"blue"
"Walkerville";"Michigan";"Oceana";26127;43.7143;-86.1262;242;54391;15.0;76.6;71;72;32.8;51.1;"red"
"Walla Walla";"Washington";"Walla Walla";53071;46.0678;-118.3364;32132;224347;30.0;85.0;58;72;20.9;11.7;"red"
"Wallace";"North Carolina";"Duplin";37061;34.7379;-77.9908;3938;91464;30.9;84.8;109;67;50.3;7.6;"red"
"Wallburg";"North Carolina";"Davidson";37057;36.0088;-80.1454;3082;169128;30.9;84.8;109;67;50.3;7.6;"red"
"Walled Lake";"Michigan";"Oakland";26125;42.5379;-83.4786;7089;167750;15.0;76.6;71;72;32.8;51.1;"blue"
"Waller";"Texas";"Waller";48473;30.0629;-95.9221;2767;141913;39.8;93.0;135;65;28.9;1.5;"red"
"Wallington";"New Jersey";"Bergen";34003;40.8535;-74.1067;11689;365930;24.6;82.2;94;71;47.1;16.5;"blue"
"Walnut";"California";"Los Angeles";6037;34.0334;-117.8593;30047;795632;42.6;79.8;146;69;22.2;0.0;"blue"
"Walnut";"Iowa";"Pottawattamie";19155;41.4885;-95.2205;779;95264;13.5;82.8;105;67;34.0;34.9;"red"
"Walnut Cove";"North Carolina";"Stokes";37169;36.2943;-80.1407;1383;132958;30.9;84.8;109;67;50.3;7.6;"red"
"Walnut Creek";"California";"Contra Costa";6013;37.9025;-122.0398;69122;891374;42.6;79.8;146;69;22.2;0.0;"blue"
"Walnut Grove";"Georgia";"Walton";13297;33.7455;-83.8503;1387;161034;35.8;89.0;112;68;50.7;0.7;"red"
"Walnutport";"Pennsylvania";"Northampton";42095;40.7518;-75.5957;2082;159669;21.0;81.2;87;65;42.9;28.2;"red"
"Waltham";"Massachusetts";"Middlesex";25017;42.3889;-71.2423;63002;582009;19.2;77.8;98;67;47.4;43.8;"blue"
"Walton";"Kentucky";"Boone";21015;38.8646;-84.6121;3927;190462;26.6;86.1;93;67;48.9;12.5;"red"
"Walton";"New York";"Delaware";36025;42.1688;-75.1304;2894;106943;17.9;78.5;63;71;41.8;123.8;"red"
"Walton Hills";"Ohio";"Cuyahoga";39035;41.3662;-81.5554;2298;188078;22.6;81.9;72;68;39.1;27.5;"blue"
"Walworth";"Wisconsin";"Walworth";55127;42.5312;-88.5967;2838;198836;10.4;77.8;89;71;32.6;50.9;"red"
"Wanamingo";"Minnesota";"Goodhue";27049;44.3027;-92.7872;1092;164260;4.1;77.6;95;66;27.3;54.0;"red"
"Wanaque";"New Jersey";"Passaic";34031;41.044;-74.2901;11759;323786;24.6;82.2;94;71;47.1;16.5;"blue"
"Wanatah";"Indiana";"LaPorte";18091;41.4304;-86.8926;1017;151855;21.4;83.1;88;70;41.7;25.9;"red"
"Wapakoneta";"Ohio";"Auglaize";39011;40.5676;-84.1917;9816;116759;22.6;81.9;72;68;39.1;27.5;"red"
"Wapato";"Washington";"Yakima";53077;46.4435;-120.4213;5073;134753;30.1;74.7;58;72;39.4;5.0;"red"
"Wappingers Falls";"New York";"Dutchess";36027;41.5986;-73.9178;5506;226362;17.9;78.5;63;71;41.8;123.8;"red"
"Ward";"Arkansas";"Lonoke";5085;35.0129;-91.9574;4866;108027;31.0;89.9;123;67;50.6;5.2;"red"
"Ward";"Colorado";"Boulder";8013;40.0726;-105.5136;156;335820;12.2;81.3;136;47;15.9;19.1;"blue"
"Ware Shoals";"South Carolina";"Greenwood";45047;34.3923;-82.2421;2183;64789;35.4;88.3;115;67;49.8;0.5;"red"
"Warm Springs";"Georgia";"Meriwether";13199;32.8853;-84.6766;401;116497;35.8;89.0;112;68;50.7;0.7;"red"
"Warner";"Oklahoma";"Muskogee";40101;35.4901;-95.3085;1618;65107;27.5;91.3;139;63;36.5;7.8;"red"
"Warner Robins";"Georgia";"Houston";13153;32.5981;-83.6528;74388;16664;35.8;89.0;112;68;50.7;0.7;"red"
"Warr Acres";"Oklahoma";"Oklahoma";40109;35.5284;-97.6182;10420;113573;27.5;91.3;139;63;36.5;7.8;"red"
"Warren";"Illinois";"Jo Daviess";17085;42.4948;-89.9913;1352;66665;19.5;82.8;95;70;39.2;24.6;"red"
"Warren";"Indiana";"Huntington";18069;40.6878;-85.4249;1210;85048;21.4;83.1;88;70;41.7;25.9;"red"
"Warren";"Michigan";"Macomb";26099;42.4934;-83.027;135125;35820;15.0;76.6;71;72;32.8;51.1;"red"
"Warren";"Ohio";"Trumbull";39155;41.2389;-80.8177;39898;34041;22.6;81.9;72;68;39.1;27.5;"red"
"Warren";"Pennsylvania";"Warren";42123;41.8433;-79.1445;9244;91701;19.0;79.0;87;65;47.1;68.9;"red"
"Warrensburg";"Illinois";"Macon";17115;39.9318;-89.062;1152;94488;19.5;82.8;95;70;39.2;24.6;"red"
"Warrensburg";"Missouri";"Johnson";29101;38.7617;-93.7284;20251;164697;23.2;86.6;115;67;42.2;17.0;"red"
"Warrenton";"Oregon";"Clatsop";41007;46.1689;-123.9309;5469;258606;29.0;76.7;68;72;27.4;3.0;"blue"
"Warrenton";"Virginia";"Fauquier";51061;38.7177;-77.7973;9861;390470;28.0;84.3;100;68;44.3;10.3;"red"
"Warrenville";"Illinois";"DuPage";17043;41.821;-88.1856;13246;215802;19.5;82.8;95;70;39.2;24.6;"blue"
"Warsaw";"Indiana";"Kosciusko";18085;41.2443;-85.8479;14662;151654;21.4;83.1;88;70;41.7;25.9;"red"
"Warsaw";"New York";"Wyoming";36121;42.7429;-78.1414;3347;99046;17.9;78.5;63;71;41.8;123.8;"red"
"Warsaw";"North Carolina";"Duplin";37061;34.9987;-78.0925;3151;63109;30.9;84.8;109;67;50.3;7.6;"red"
"Warson Woods";"Missouri";"St. Louis";29189;38.6069;-90.3912;1940;460920;23.2;86.6;115;67;42.2;17.0;"blue"
"Wartburg";"Tennessee";"Morgan";47129;36.1043;-84.5865;905;87034;28.5;86.5;102;68;54.2;6.3;"red"
"Wartrace";"Tennessee";"Bedford";47003;35.5276;-86.3327;657;175548;28.5;86.5;102;68;54.2;6.3;"red"
"Warwick";"New York";"Orange";36071;41.2551;-74.355;6810;297298;17.9;78.5;63;71;41.8;123.8;"red"
"Warwick";"Rhode Island";"Kent";44003;41.7061;-71.4334;81579;223061;23.6;78.3;98;67;47.9;33.8;"red"
"Wasco";"California";"Kern";6029;35.5938;-119.3673;26395;181134;42.6;79.8;146;69;22.2;0.0;"red"
"Waseca";"Minnesota";"Waseca";27161;44.0826;-93.5026;9074;135748;4.1;77.6;95;66;27.3;54.0;"red"
"Washington";"District of Columbia";"District of Columbia";11001;38.9047;-77.0163;681170;110376;0.0;0.0;0;0;0.0;0.0;"blue"
"Washington";"Illinois";"Tazewell";17179;40.7039;-89.4349;16851;136685;19.5;82.8;95;70;39.2;24.6;"red"
"Washington";"Indiana";"Daviess";18027;38.6592;-87.1721;12089;56835;21.4;83.1;88;70;41.7;25.9;"red"
"Washington";"Iowa";"Washington";19183;41.2982;-91.6928;7424;121376;13.5;82.8;105;67;34.0;34.9;"red"
"Washington";"Missouri";"Franklin";29071;38.5517;-91.015;14061;168993;23.2;86.6;115;67;42.2;17.0;"red"
"Washington";"New Jersey";"Warren";34041;40.7586;-74.9826;6492;397114;24.6;82.2;94;71;47.1;16.5;"red"
"Washington";"Pennsylvania";"Washington";42125;40.1739;-80.2465;13514;123507;21.0;81.2;87;65;42.9;28.2;"red"
"Washington";"Utah";"Washington";49053;37.1325;-113.4894;25339;277692;18.8;87.2;125;55;12.2;56.2;"red"
"Washington Court House";"Ohio";"Fayette";39047;39.5384;-83.4276;14144;91808;22.6;81.9;72;68;39.1;27.5;"red"
"Washington Terrace";"Utah";"Weber";49057;41.1683;-111.9783;9198;196902;18.8;87.2;125;55;12.2;56.2;"red"
"Washingtonville";"New York";"Orange";36071;41.4296;-74.1578;5773;252217;17.9;78.5;63;71;41.8;123.8;"red"
"Washougal";"Washington";"Clark";53011;45.5812;-122.3433;15466;380431;30.1;74.7;58;72;39.4;5.0;"blue"
"Wasilla";"Alaska";"Matanuska-Susitna";2170;61.5769;-149.4668;9748;234136;9.1;60.9;61;70;22.5;74.5;"red"
"Waskom";"Texas";"Harrison";48203;32.4766;-94.0646;2168;72914;39.8;93.0;135;65;28.9;1.5;"red"
"Wataga";"Illinois";"Knox";17095;41.0253;-90.2754;807;69295;19.5;82.8;95;70;39.2;24.6;"red"
"Watauga";"Tennessee";"Carter";47019;36.369;-82.2935;350;110769;28.5;86.5;102;68;54.2;6.3;"red"
"Watauga";"Texas";"Tarrant";48439;32.8718;-97.2515;24629;166549;39.8;93.0;135;65;28.9;1.5;"red"
"Watchung";"New Jersey";"Somerset";34035;40.6433;-74.4391;5949;658842;24.6;82.2;94;71;47.1;16.5;"blue"
"Waterbury";"Connecticut";"New Haven";9009;41.5583;-73.0361;108272;14927;21.0;80.0;82;65;50.3;40.5;"blue"
"Waterbury";"Vermont";"Washington";50023;44.3429;-72.7429;1835;280231;10.1;76.1;58;67;42.7;81.2;"blue"
"Waterford";"California";"Stanislaus";6099;37.643;-120.7553;8861;261532;42.6;79.8;146;69;22.2;0.0;"blue"
"Waterford";"New York";"Saratoga";36091;42.7917;-73.6789;2167;205232;17.9;78.5;63;71;41.8;123.8;"red"
"Waterford";"Pennsylvania";"Erie";42049;41.9449;-79.9855;1523;136802;21.0;81.2;87;65;42.9;28.2;"red"
"Waterloo";"Indiana";"DeKalb";18033;41.4319;-85.0286;2248;103600;21.4;83.1;88;70;41.7;25.9;"red"
"Waterloo";"Iowa";"Black Hawk";19013;42.492;-92.3522;67934;16623;13.0;82.0;191;72;34.6;34.5;"blue"
"Waterloo";"Nebraska";"Douglas";31055;41.2856;-96.285;909;286276;14.8;85.2;117;67;23.6;25.9;"blue"
"Waterloo";"New York";"Seneca";36099;42.9048;-76.8592;5019;90317;17.9;78.5;63;71;41.8;123.8;"red"
"Waterloo";"South Carolina";"Laurens";45059;34.3545;-82.0597;148;138546;35.4;88.3;115;67;49.8;0.5;"red"
"Waterloo";"Wisconsin";"Jefferson";55055;43.1835;-88.99;3333;159829;10.4;77.8;89;71;32.6;50.9;"red"
"Waterman";"Illinois";"DeKalb";17037;41.7683;-88.7657;1493;144450;19.5;82.8;95;70;39.2;24.6;"blue"
"Watertown";"Minnesota";"Carver";27019;44.9598;-93.8435;4316;247859;4.1;77.6;95;66;27.3;54.0;"red"
"Watertown";"New York";"Jefferson";36045;43.9734;-75.9094;25900;124291;12.0;78.0;63;71;43.1;112.1;"red"
"Watertown";"Tennessee";"Wilson";47189;36.1011;-86.1403;1529;170236;28.5;86.5;102;68;54.2;6.3;"red"
"Watertown";"Wisconsin";"Jefferson";55055;43.1893;-88.7285;23817;158910;10.4;77.8;89;71;32.6;50.9;"red"
"Waterville";"Maine";"Kennebec";23011;44.544;-69.6626;16406;114213;10.0;78.0;101;71;42.8;64.3;"red"
"Waterville";"Ohio";"Lucas";39095;41.5017;-83.7365;5519;190395;22.6;81.9;72;68;39.1;27.5;"blue"
"Watervliet";"Michigan";"Berrien";26021;42.1883;-86.2578;1680;112971;15.0;76.6;71;72;32.8;51.1;"red"
"Watervliet";"New York";"Albany";36001;42.7243;-73.7068;10120;141522;17.9;78.5;63;71;41.8;123.8;"blue"
"Watkins";"Minnesota";"Meeker";27093;45.3152;-94.4111;938;155991;4.1;77.6;95;66;27.3;54.0;"red"
"Watkins Glen";"New York";"Schuyler";36097;42.3801;-76.8673;1890;117926;17.9;78.5;63;71;41.8;123.8;"red"
"Watkinsville";"Georgia";"Oconee";13219;33.8613;-83.4073;2863;241822;35.8;89.0;112;68;50.7;0.7;"red"
"Watseka";"Illinois";"Iroquois";17075;40.7748;-87.7293;5007;61839;19.5;82.8;95;70;39.2;24.6;"red"
"Watsontown";"Pennsylvania";"Northumberland";42097;41.0849;-76.8645;2301;110270;21.0;81.2;87;65;42.9;28.2;"red"
"Watsonville";"California";"Santa Cruz";6087;36.9206;-121.7706;53796;578284;40.0;71.0;146;69;23.5;0.0;"blue"
"Waubun";"Minnesota";"Mahnomen";27087;47.184;-95.9401;398;228363;4.1;77.6;95;66;27.3;54.0;"red"
"Wauchula";"Florida";"Hardee";12049;27.547;-81.8102;4922;89937;49.8;90.2;101;72;54.5;0.0;"red"
"Wauconda";"Illinois";"Lake";17097;42.2749;-88.136;13758;195512;19.5;82.8;95;70;39.2;24.6;"blue"
"Waukee";"Iowa";"Dallas";19049;41.6002;-93.8702;19284;239615;13.5;82.8;105;67;34.0;34.9;"red"
"Waukegan";"Illinois";"Lake";17097;42.3697;-87.8716;88182;12948;18.0;78.0;95;70;35.6;24.6;"blue"
"Waukesha";"Wisconsin";"Waukesha";55133;43.0088;-88.2462;72363;214642;10.4;77.8;89;71;32.6;50.9;"red"
"Waunakee";"Wisconsin";"Dane";55025;43.183;-89.4426;13607;343223;10.4;77.8;89;71;32.6;50.9;"blue"
"Waupaca";"Wisconsin";"Waupaca";55135;44.3508;-89.0719;5946;141858;10.4;77.8;89;71;32.6;50.9;"red"
"Waupun";"Wisconsin";"Fond du Lac";55039;43.6314;-88.7379;11333;114397;10.4;77.8;89;71;32.6;50.9;"red"
"Wausau";"Wisconsin";"Marathon";55073;44.9616;-89.6439;38872;102428;9.0;78.0;89;71;32.4;59.6;"red"
"Wauseon";"Ohio";"Fulton";39051;41.5534;-84.1406;7395;131637;22.6;81.9;72;68;39.1;27.5;"red"
"Wauwatosa";"Wisconsin";"Milwaukee";55079;43.0616;-88.0347;47945;250505;10.4;77.8;89;71;32.6;50.9;"blue"
"Waveland";"Indiana";"Montgomery";18107;39.8773;-87.0454;419;77967;21.4;83.1;88;70;41.7;25.9;"red"
"Waverly";"Illinois";"Morgan";17137;39.5926;-89.9523;1249;70699;19.5;82.8;95;70;39.2;24.6;"red"
"Waverly";"Iowa";"Bremer";19017;42.725;-92.4706;10093;161238;13.5;82.8;105;67;34.0;34.9;"red"
"Waverly";"Minnesota";"Wright";27171;45.0649;-93.9663;1412;201612;4.1;77.6;95;66;27.3;54.0;"red"
"Waverly";"Nebraska";"Lancaster";31109;40.9109;-96.5341;3786;197862;14.8;85.2;117;67;23.6;25.9;"blue"
"Waverly";"New York";"Tioga";36107;42.0119;-76.5405;4190;85351;17.9;78.5;63;71;41.8;123.8;"red"
"Waverly";"Tennessee";"Humphreys";47085;36.0942;-87.785;4133;98843;28.5;86.5;102;68;54.2;6.3;"red"
"Waxahachie";"Texas";"Ellis";48139;32.4035;-96.8428;34345;199112;39.8;93.0;135;65;28.9;1.5;"red"
"Waxhaw";"North Carolina";"Union";37179;34.9362;-80.743;14194;314297;30.9;84.8;109;67;50.3;7.6;"red"
"Waycross";"Georgia";"Ware";13299;31.211;-82.3578;14089;75350;41.0;92.0;112;68;46.8;0.7;"red"
"Wayland";"Michigan";"Allegan";26005;42.6725;-85.6408;4206;179527;15.0;76.6;71;72;32.8;51.1;"red"
"Wayland";"New York";"Steuben";36101;42.5659;-77.5925;1801;83822;17.9;78.5;63;71;41.8;123.8;"red"
"Wayne";"Illinois";"DuPage";17043;41.9494;-88.2583;2429;463217;19.5;82.8;95;70;39.2;24.6;"blue"
"Wayne";"Michigan";"Wayne";26163;42.2774;-83.3877;16954;87131;15.0;76.6;71;72;32.8;51.1;"blue"
"Wayne";"Oklahoma";"McClain";40087;34.9171;-97.3166;728;93275;27.5;91.3;139;63;36.5;7.8;"red"
"Wayne";"West Virginia";"Wayne";54099;38.2254;-82.4415;1366;80724;22.6;81.1;60;71;45.2;62.0;"red"
"Waynesboro";"Georgia";"Burke";13033;33.0909;-82.0146;5701;55408;35.8;89.0;112;68;50.7;0.7;"blue"
"Waynesboro";"Pennsylvania";"Franklin";42055;39.7525;-77.5822;10845;128832;21.0;81.2;87;65;42.9;28.2;"red"
"Waynesboro";"Tennessee";"Wayne";47181;35.3229;-87.7598;2357;72980;28.5;86.5;102;68;54.2;6.3;"red"
"Waynesboro";"Virginia";"Waynesboro (city)";51820;38.0673;-78.9012;21887;166839;28.0;84.3;100;68;44.3;10.3;"red"
"Waynesburg";"Ohio";"Stark";39151;40.6683;-81.2598;916;86696;22.6;81.9;72;68;39.1;27.5;"red"
"Waynesburg";"Pennsylvania";"Greene";42059;39.8983;-80.1855;3993;88517;21.0;81.2;87;65;42.9;28.2;"red"
"Waynesfield";"Ohio";"Auglaize";39011;40.6025;-83.9733;834;82952;22.6;81.9;72;68;39.1;27.5;"red"
"Waynesville";"Missouri";"Pulaski";29169;37.8207;-92.22;5314;162038;23.2;86.6;115;67;42.2;17.0;"red"
"Waynesville";"North Carolina";"Haywood";37087;35.4853;-82.9996;9958;126144;30.9;84.8;109;67;50.3;7.6;"red"
"Waynesville";"Ohio";"Warren";39165;39.5329;-84.0903;3039;224353;22.6;81.9;72;68;39.1;27.5;"red"
"Waynetown";"Indiana";"Montgomery";18107;40.0879;-87.0662;947;90798;21.4;83.1;88;70;41.7;25.9;"red"
"Waynoka";"Oklahoma";"Woods";40151;36.5849;-98.8785;955;29298;27.5;91.3;139;63;36.5;7.8;"red"
"Wayzata";"Minnesota";"Hennepin";27053;44.9708;-93.5139;4522;524281;4.1;77.6;95;66;27.3;54.0;"blue"
"Weatherby Lake";"Missouri";"Platte";29165;39.2365;-94.696;1923;338335;23.2;86.6;115;67;42.2;17.0;"red"
"Weatherford";"Oklahoma";"Custer";40039;35.5385;-98.6872;11978;150342;27.5;91.3;139;63;36.5;7.8;"red"
"Weatherford";"Texas";"Parker";48367;32.7547;-97.7665;29969;212812;39.8;93.0;135;65;28.9;1.5;"red"
"Weatherly";"Pennsylvania";"Carbon";42025;40.942;-75.821;2444;93804;21.0;81.2;87;65;42.9;28.2;"red"
"Weaverville";"North Carolina";"Buncombe";37021;35.6962;-82.5581;3981;287697;30.9;84.8;109;67;50.3;7.6;"blue"
"Webberville";"Michigan";"Ingham";26065;42.6639;-84.1785;1281;161519;15.0;76.6;71;72;32.8;51.1;"blue"
"Webster";"New York";"Monroe";36055;43.215;-77.4225;5551;191148;17.9;78.5;63;71;41.8;123.8;"blue"
"Webster";"Texas";"Harris";48201;29.5317;-95.1188;11075;142128;39.8;93.0;135;65;28.9;1.5;"blue"
"Webster";"Wisconsin";"Burnett";55013;45.88;-92.3631;626;143188;10.4;77.8;89;71;32.6;50.9;"red"
"Webster Groves";"Missouri";"St. Louis";29189;38.5866;-90.3544;22970;295587;23.2;86.6;115;67;42.2;17.0;"blue"
"Weed";"California";"Siskiyou";6093;41.4127;-122.3815;2654;190542;42.6;79.8;146;69;22.2;0.0;"red"
"Weedsport";"New York";"Cayuga";36011;43.0482;-76.5637;1747;114771;17.9;78.5;63;71;41.8;123.8;"red"
"Weirton";"West Virginia";"Hancock";54029;40.406;-80.5671;18989;81690;22.6;81.1;60;71;45.2;62.0;"red"
"Welaka";"Florida";"Putnam";12107;29.4819;-81.6659;684;127214;49.8;90.2;101;72;54.5;0.0;"red"
"Welch";"Oklahoma";"Craig";40035;36.8738;-95.0947;603;109723;27.5;91.3;139;63;36.5;7.8;"red"
"Welcome";"Minnesota";"Martin";27091;43.6662;-94.6079;653;87601;4.1;77.6;95;66;27.3;54.0;"red"
"Weldon";"North Carolina";"Halifax";37083;36.421;-77.6135;1575;36016;30.9;84.8;109;67;50.3;7.6;"blue"
"Weldon Spring";"Missouri";"St. Charles";29183;38.7117;-90.6517;5593;383807;23.2;86.6;115;67;42.2;17.0;"red"
"Wellford";"South Carolina";"Spartanburg";45083;34.9614;-82.0921;2563;72329;35.4;88.3;115;67;49.8;0.5;"red"
"Wellington";"Colorado";"Larimer";8069;40.7;-105.0059;8516;319454;12.2;81.3;136;47;15.9;19.1;"blue"
"Wellington";"Florida";"Palm Beach";12099;26.6464;-80.2708;63900;383372;49.8;90.2;101;72;54.5;0.0;"blue"
"Wellington";"Ohio";"Lorain";39093;41.161;-82.2268;4866;121493;22.6;81.9;72;68;39.1;27.5;"red"
"Wellman";"Iowa";"Washington";19183;41.4693;-91.8354;1424;155903;13.5;82.8;105;67;34.0;34.9;"red"
